2,1
4,1
5,1
7,1
8,1
10,1
12,1
13,2
14,1
15,2
16,1
18,1
19,2
20,1
22,1
24,1
26,2
27,1
30,2
33,2
37,1
40,1
43,2
44,1
45,1
46,1
51,2
52,1
54,1
55,1
56,1
59,1
60,1
61,1
62,1
63,1
66,1
71,1
73,1
74,2
75,1
76,1
80,1
83,1
86,1
89,1
90,1
92,1
96,1
97,1
101,1
104,2
106,1
107,1
108,2
109,1
110,2
111,2
112,1
116,1
118,2
122,1
123,1
124,1
126,1
129,1
130,2
135,1
136,1
137,2
138,2
139,1
141,1
143,1
144,1
145,1
146,2
149,1
152,1
153,1
154,2
155,1
157,1
158,2
159,2
160,1
161,2
162,2
168,1
170,1
176,1
178,1
180,1
186,1
187,1
189,1
191,2
194,1
196,1
197,1
198,2
199,1
202,1
205,1
208,1
209,1
213,1
